# File: A44.india_state_subregional_pop_share.csv
# Title: Subregional pop share
# Units: Share
# Source: Census of India
# Column types: ccnn
# ----------
region,gcam.consumer,pop.year.fillout,subregional.population.share
MN,resid rural,2030,0.556663227
MP,resid rural,2030,0.660331493
MZ,resid rural,2030,0.35618273
NL,resid rural,2030,0.604714002
OD,resid rural,2030,0.746685725
PB,resid rural,2030,0.520931561
PC,resid rural,2030,0.227241008
RJ,resid rural,2030,0.687577164
SK,resid rural,2030,0.741314463
TN,resid rural,2030,0.408679468
TR,resid rural,2030,0.586600595
TS,resid rural,2030,0.528045957
UK,resid rural,2030,0.581748833
UP,resid rural,2030,0.704399932
WB,resid rural,2030,0.565039946
AN,resid rural,2035,0.573825358
AP,resid rural,2035,0.542591317
AR,resid rural,2035,0.683459989
AS,resid rural,2035,0.769387103
BR,resid rural,2035,0.784498548
CG,resid rural,2035,0.683245685
CH,resid rural,2035,0.02469146
DD,resid rural,2035,0.159334315
DL,resid rural,2035,0.015640552
DN,resid rural,2035,0.338192593
GA,resid rural,2035,0.206649737
GJ,resid rural,2035,0.432517284
HP,resid rural,2035,0.782461408
HR,resid rural,2035,0.521951951
JH,resid rural,2035,0.607328875
JK,resid rural,2035,0.625550073
KA,resid rural,2035,0.477594279
KL,resid rural,2035,0.270349823
LA,resid rural,2035,0.588049563
LD,resid rural,2035,0.176697143
MH,resid rural,2035,0.386161814
ML,resid rural,2035,0.746034329
MN,resid rural,2035,0.518497582
MP,resid rural,2035,0.643748619
MZ,resid rural,2035,0.322387048
NL,resid rural,2035,0.576535295
OD,resid rural,2035,0.722514294
PB,resid rural,2035,0.493198671
PC,resid rural,2035,0.204181415
RJ,resid rural,2035,0.670682873
SK,resid rural,2035,0.735985847
TN,resid rural,2035,0.380759496
TR,resid rural,2035,0.544950447
TS,resid rural,2035,0.506034467
UK,resid rural,2035,0.551311625
UP,resid rural,2035,0.683299949
WB,resid rural,2035,0.53377996
AN,resid rural,2040,0.559216905
AP,resid rural,2040,0.508394211
AR,resid rural,2040,0.664639992
AS,resid rural,2040,0.749591402
BR,resid rural,2040,0.759665699
CG,resid rural,2040,0.665497123
CH,resid rural,2040,0.024128389
DD,resid rural,2040,0.141222877
DL,resid rural,2040,0.013760864
DN,resid rural,2040,0.297128395
GA,resid rural,2040,0.171099825
GJ,resid rural,2040,0.403011554
HP,resid rural,2040,0.754974272
HR,resid rural,2040,0.494634634
JH,resid rural,2040,0.574886058
JK,resid rural,2040,0.603700049
KA,resid rural,2040,0.449062905
KL,resid rural,2040,0.216900068
LA,resid rural,2040,0.573699708
LD,resid rural,2040,0.168131429
MH,resid rural,2040,0.352442191
ML,resid rural,2040,0.734022886
MN,resid rural,2040,0.480331936
MP,resid rural,2040,0.627165746
MZ,resid rural,2040,0.288591365
NL,resid rural,2040,0.548356589
OD,resid rural,2040,0.698342862
PB,resid rural,2040,0.465465781
PC,resid rural,2040,0.181121821
RJ,resid rural,2040,0.653788582
SK,resid rural,2040,0.730657231
TN,resid rural,2040,0.352839525
TR,resid rural,2040,0.503300298
TS,resid rural,2040,0.484022978
UK,resid rural,2040,0.520874417
UP,resid rural,2040,0.662199966
WB,resid rural,2040,0.502519973
AN,resid rural,2045,0.544608453
AP,resid rural,2045,0.474197106
AR,resid rural,2045,0.645819996
AS,resid rural,2045,0.729795701
BR,resid rural,2045,0.734832849
CG,resid rural,2045,0.647748562
CH,resid rural,2045,0.023565318
DD,resid rural,2045,0.123111438
DL,resid rural,2045,0.011881175
DN,resid rural,2045,0.256064198
GA,resid rural,2045,0.135549912
GJ,resid rural,2045,0.373505825
HP,resid rural,2045,0.727487136
HR,resid rural,2045,0.467317317
JH,resid rural,2045,0.542443242
JK,resid rural,2045,0.581850024
KA,resid rural,2045,0.420531531
KL,resid rural,2045,0.163450313
LA,resid rural,2045,0.559349854
LD,resid rural,2045,0.159565714
MH,resid rural,2045,0.318722569
ML,resid rural,2045,0.722011443
MN,resid rural,2045,0.44216629
MP,resid rural,2045,0.610582873
MZ,resid rural,2045,0.254795683
NL,resid rural,2045,0.520177882
OD,resid rural,2045,0.674171431
PB,resid rural,2045,0.43773289
PC,resid rural,2045,0.158062227
RJ,resid rural,2045,0.636894291
SK,resid rural,2045,0.725328616
TN,resid rural,2045,0.324919553
TR,resid rural,2045,0.461650149
TS,resid rural,2045,0.462011489
UK,resid rural,2045,0.490437208
UP,resid rural,2045,0.641099983
WB,resid rural,2045,0.471259987
AN,resid rural,2050,0.53
AP,resid rural,2050,0.44
AR,resid rural,2050,0.627
AS,resid rural,2050,0.71
BR,resid rural,2050,0.71
CG,resid rural,2050,0.63
CH,resid rural,2050,0.023002247
DD,resid rural,2050,0.105
DL,resid rural,2050,0.010001487
DN,resid rural,2050,0.215
GA,resid rural,2050,0.1
GJ,resid rural,2050,0.344000095
HP,resid rural,2050,0.7
HR,resid rural,2050,0.44
JH,resid rural,2050,0.510000425
JK,resid rural,2050,0.56
KA,resid rural,2050,0.392000157
KL,resid rural,2050,0.110000558
LA,resid rural,2050,0.545
LD,resid rural,2050,0.151
MH,resid rural,2050,0.285002946
ML,resid rural,2050,0.71
MN,resid rural,2050,0.404000645
MP,resid rural,2050,0.594
MZ,resid rural,2050,0.221
NL,resid rural,2050,0.491999176
OD,resid rural,2050,0.65
PB,resid rural,2050,0.41
PC,resid rural,2050,0.135002633
RJ,resid rural,2050,0.62
SK,resid rural,2050,0.72
TN,resid rural,2050,0.296999581
TR,resid rural,2050,0.42
TS,resid rural,2050,0.44
UK,resid rural,2050,0.46
UP,resid rural,2050,0.62
WB,resid rural,2050,0.44
AN,resid rural,2055,0.510205497
AP,resid rural,2055,0.41752531
AR,resid rural,2055,0.60473772
AS,resid rural,2055,0.689725786
BR,resid rural,2055,0.688653922
CG,resid rural,2055,0.607247845
CH,resid rural,2055,0.021907404
DD,resid rural,2055,0.098048097
DL,resid rural,2055,0.00970177
DN,resid rural,2055,0.20571061
GA,resid rural,2055,0.095025521
GJ,resid rural,2055,0.325604005
HP,resid rural,2055,0.67900791
HR,resid rural,2055,0.417455147
JH,resid rural,2055,0.484869434
JK,resid rural,2055,0.539154738
KA,resid rural,2055,0.3741522
KL,resid rural,2055,0.102029543
LA,resid rural,2055,0.523630984
LD,resid rural,2055,0.148435151
MH,resid rural,2055,0.273822746
ML,resid rural,2055,0.689185696
MN,resid rural,2055,0.383119829
MP,resid rural,2055,0.573208198
MZ,resid rural,2055,0.212164837
NL,resid rural,2055,0.467213385
OD,resid rural,2055,0.628928902
PB,resid rural,2055,0.390553083
PC,resid rural,2055,0.128431507
RJ,resid rural,2055,0.600741587
SK,resid rural,2055,0.69990343
TN,resid rural,2055,0.280299623
TR,resid rural,2055,0.398115551
TS,resid rural,2055,0.417525344
UK,resid rural,2055,0.437516222
UP,resid rural,2055,0.597230915
WB,resid rural,2055,0.417806688
AN,resid rural,2060,0.489577329
AP,resid rural,2060,0.394148634
AR,resid rural,2060,0.581146729
AS,resid rural,2060,0.66803418
BR,resid rural,2060,0.66573662
CG,resid rural,2060,0.583096608
CH,resid rural,2060,0.020811333
DD,resid rural,2060,0.091042195
DL,resid rural,2060,0.009401961
DN,resid rural,2060,0.196311293
GA,resid rural,2060,0.090023547
GJ,resid rural,2060,0.306692037
HP,resid rural,2060,0.656546927
HR,resid rural,2060,0.394002668
JH,resid rural,2060,0.45844953
JK,resid rural,2060,0.51732192
KA,resid rural,2060,0.355780313
KL,resid rural,2060,0.093987139
LA,resid rural,2060,0.501258374
LD,resid rural,2060,0.145862553
MH,resid rural,2060,0.262467725
ML,resid rural,2060,0.666877477
MN,resid rural,2060,0.361507455
MP,resid rural,2060,0.551351621
MZ,resid rural,2060,0.203229469
NL,resid rural,2060,0.441218275
OD,resid rural,2060,0.606589257
PB,resid rural,2060,0.370465178
PC,resid rural,2060,0.121810463
RJ,resid rural,2060,0.580507158
SK,resid rural,2060,0.678364461
TN,resid rural,2060,0.263599665
TR,resid rural,2060,0.375405361
TS,resid rural,2060,0.394148706
UK,resid rural,2060,0.414096295
UP,resid rural,2060,0.573097538
WB,resid rural,2060,0.394733834
AN,resid rural,2065,0.468080386
AP,resid rural,2065,0.369833774
AR,resid rural,2065,0.556147724
AS,resid rural,2065,0.644826091
BR,resid rural,2065,0.64113244
CG,resid rural,2065,0.557460256
CH,resid rural,2065,0.019714034
DD,resid rural,2065,0.083981875
DL,resid rural,2065,0.009102062
DN,resid rural,2065,0.186800747
GA,resid rural,2065,0.084993925
GJ,resid rural,2065,0.287249723
HP,resid rural,2065,0.632514268
HR,resid rural,2065,0.369606023
JH,resid rural,2065,0.430674608
JK,resid rural,2065,0.494454759
KA,resid rural,2065,0.336869114
KL,resid rural,2065,0.085872705
LA,resid rural,2065,0.477835038
LD,resid rural,2065,0.143282183
MH,resid rural,2065,0.250935148
ML,resid rural,2065,0.64296812
MN,resid rural,2065,0.339137891
MP,resid rural,2065,0.528375739
MZ,resid rural,2065,0.194192759
NL,resid rural,2065,0.413954841
OD,resid rural,2065,0.582904696
PB,resid rural,2065,0.349715159
PC,resid rural,2065,0.11513912
RJ,resid rural,2065,0.559247246
SK,resid rural,2065,0.655279564
TN,resid rural,2065,0.246899707
TR,resid rural,2065,0.351838276
TS,resid rural,2065,0.369833885
UK,resid rural,2065,0.389701241
UP,resid rural,2065,0.547518121
WB,resid rural,2065,0.370746582
AN,resid rural,2070,0.445678078
AP,resid rural,2070,0.344543077
AR,resid rural,2070,0.529656669
AS,resid rural,2070,0.619995499
BR,resid rural,2070,0.614717216
CG,resid rural,2070,0.530247465
CH,resid rural,2070,0.018615506
DD,resid rural,2070,0.076866714
DL,resid rural,2070,0.008802072
DN,resid rural,2070,0.177177658
GA,resid rural,2070,0.079936505
GJ,resid rural,2070,0.267262192
HP,resid rural,2070,0.606799956
HR,resid rural,2070,0.344227202
JH,resid rural,2070,0.401475172
JK,resid rural,2070,0.470504253
KA,resid rural,2070,0.317402774
KL,resid rural,2070,0.077685596
LA,resid rural,2070,0.453311628
LD,resid rural,2070,0.140694018
MH,resid rural,2070,0.23922224
ML,resid rural,2070,0.617342706
MN,resid rural,2070,0.315984612
MP,resid rural,2070,0.504223232
MZ,resid rural,2070,0.185053557
NL,resid rural,2070,0.385361201
OD,resid rural,2070,0.557794249
PB,resid rural,2070,0.3282812
PC,resid rural,2070,0.108417097
RJ,resid rural,2070,0.536909882
SK,resid rural,2070,0.630537785
TN,resid rural,2070,0.230199749
TR,resid rural,2070,0.327381961
TS,resid rural,2070,0.344543231
UK,resid rural,2070,0.364290459
UP,resid rural,2070,0.52040602
WB,resid rural,2070,0.345808693
AN,resid rural,2075,0.422332275
AP,resid rural,2075,0.318237378
AR,resid rural,2075,0.501584511
AS,resid rural,2075,0.593428973
BR,resid rural,2075,0.586357642
CG,resid rural,2075,0.501361297
CH,resid rural,2075,0.017515747
DD,resid rural,2075,0.069696286
DL,resid rural,2075,0.008501992
DN,resid rural,2075,0.167440693
GA,resid rural,2075,0.07485113
GJ,resid rural,2075,0.246714154
HP,resid rural,2075,0.579286321
HR,resid rural,2075,0.317826664
JH,resid rural,2075,0.370778162
JK,resid rural,2075,0.445419077
KA,resid rural,2075,0.297364996
KL,resid rural,2075,0.069425162
LA,resid rural,2075,0.427636479
LD,resid rural,2075,0.138098033
MH,resid rural,2075,0.227326181
ML,resid rural,2075,0.589878067
MN,resid rural,2075,0.292020157
MP,resid rural,2075,0.478833842
MZ,resid rural,2075,0.175810701
NL,resid rural,2075,0.355372453
OD,resid rural,2075,0.531172075
PB,resid rural,2075,0.30614076
PC,resid rural,2075,0.101644009
RJ,resid rural,2075,0.513440459
SK,resid rural,2075,0.604020203
TN,resid rural,2075,0.21349979
TR,resid rural,2075,0.302002865
TS,resid rural,2075,0.318237578
UK,resid rural,2075,0.337821659
UP,resid rural,2075,0.491669399
WB,resid rural,2075,0.319882493
AN,resid rural,2080,0.398003242
AP,resid rural,2080,0.290875943
AR,resid rural,2080,0.471836883
AS,resid rural,2080,0.565005153
BR,resid rural,2080,0.555910601
CG,resid rural,2080,0.470698851
CH,resid rural,2080,0.016414755
DD,resid rural,2080,0.062470162
DL,resid rural,2080,0.00820182
DN,resid rural,2080,0.157588504
GA,resid rural,2080,0.069737648
GJ,resid rural,2080,0.225589892
HP,resid rural,2080,0.549847456
HR,resid rural,2080,0.290363275
JH,resid rural,2080,0.33850677
JK,resid rural,2080,0.419145476
KA,resid rural,2080,0.276739005
KL,resid rural,2080,0.061090746
LA,resid rural,2080,0.4007555
LD,resid rural,2080,0.135494207
MH,resid rural,2080,0.215244106
ML,resid rural,2080,0.560442196
MN,resid rural,2080,0.267216109
MP,resid rural,2080,0.452144228
MZ,resid rural,2080,0.166463016
NL,resid rural,2080,0.323920529
OD,resid rural,2080,0.502947163
PB,resid rural,2080,0.283270551
PC,resid rural,2080,0.094819468
RJ,resid rural,2080,0.488781606
SK,resid rural,2080,0.575599361
TN,resid rural,2080,0.196799832
TR,resid rural,2080,0.275666171
TS,resid rural,2080,0.290876193
UK,resid rural,2080,0.310250786
UP,resid rural,2080,0.461210918
WB,resid rural,2080,0.292928814
AN,resid rural,2085,0.372649568
AP,resid rural,2085,0.262416401
AR,resid rural,2085,0.440313786
AS,resid rural,2085,0.534594192
BR,resid rural,2085,0.523222439
CG,resid rural,2085,0.438150901
CH,resid rural,2085,0.015312529
DD,resid rural,2085,0.055187909
DL,resid rural,2085,0.007901558
DN,resid rural,2085,0.147619728
GA,resid rural,2085,0.064595903
GJ,resid rural,2085,0.203873245
HP,resid rural,2085,0.518348647
HR,resid rural,2085,0.261794246
JH,resid rural,2085,0.30458025
JK,resid rural,2085,0.391627148
KA,resid rural,2085,0.255507533
KL,resid rural,2085,0.052681685
LA,resid rural,2085,0.37261206
LD,resid rural,2085,0.132882514
MH,resid rural,2085,0.202973108
ML,resid rural,2085,0.52889361
MN,resid rural,2085,0.241543052
MP,resid rural,2085,0.424087803
MZ,resid rural,2085,0.157009313
NL,resid rural,2085,0.290934039
OD,resid rural,2085,0.473023022
PB,resid rural,2085,0.25964652
PC,resid rural,2085,0.087943083
RJ,resid rural,2085,0.46287304
SK,resid rural,2085,0.545138658
TN,resid rural,2085,0.180099874
TR,resid rural,2085,0.248335745
TS,resid rural,2085,0.262416704
UK,resid rural,2085,0.281531956
UP,resid rural,2085,0.428927407
WB,resid rural,2085,0.264906936
AN,resid rural,2090,0.346228099
AP,resid rural,2090,0.232814681
AR,resid rural,2090,0.406909251
AS,resid rural,2090,0.502057169
BR,resid rural,2090,0.488128194
CG,resid rural,2090,0.403601502
CH,resid rural,2090,0.014209068
DD,resid rural,2090,0.047849091
DL,resid rural,2090,0.007601204
DN,resid rural,2090,0.137532986
GA,resid rural,2090,0.059425738
GJ,resid rural,2090,0.181547602
HP,resid rural,2090,0.484645752
HR,resid rural,2090,0.232075067
JH,resid rural,2090,0.268913714
JK,resid rural,2090,0.362805122
KA,resid rural,2090,0.233652808
KL,resid rural,2090,0.044197311
LA,resid rural,2090,0.343146866
LD,resid rural,2090,0.130262931
MH,resid rural,2090,0.190510232
ML,resid rural,2090,0.495080673
MN,resid rural,2090,0.214970541
MP,resid rural,2090,0.394594571
MZ,resid rural,2090,0.147448389
NL,resid rural,2090,0.256338109
OD,resid rural,2090,0.441297354
PB,resid rural,2090,0.23524382
PC,resid rural,2090,0.08101446
RJ,resid rural,2090,0.435651428
SK,resid rural,2090,0.512491685
TN,resid rural,2090,0.163399916
TR,resid rural,2090,0.219974092
TS,resid rural,2090,0.232815042
UK,resid rural,2090,0.25161737
UP,resid rural,2090,0.394709511
WB,resid rural,2090,0.235774526
AN,resid rural,2095,0.318693865
AP,resid rural,2095,0.202024945
AR,resid rural,2095,0.371510988
AS,resid rural,2095,0.467245447
BR,resid rural,2095,0.450450762
CG,resid rural,2095,0.366927581
CH,resid rural,2095,0.013104371
DD,resid rural,2095,0.040453269
DL,resid rural,2095,0.00730076
DN,resid rural,2095,0.12732688
GA,resid rural,2095,0.054226997
GJ,resid rural,2095,0.158595885
HP,resid rural,2095,0.448584543
HR,resid rural,2095,0.201159433
JH,resid rural,2095,0.231417921
JK,resid rural,2095,0.332617636
KA,resid rural,2095,0.211156532
KL,resid rural,2095,0.03563695
LA,resid rural,2095,0.312297843
LD,resid rural,2095,0.127635434
MH,resid rural,2095,0.177852477
ML,resid rural,2095,0.458840865
MN,resid rural,2095,0.187467062
MP,resid rural,2095,0.363590952
MZ,resid rural,2095,0.137779028
NL,resid rural,2095,0.220054216
OD,resid rural,2095,0.407661701
PB,resid rural,2095,0.210036786
PC,resid rural,2095,0.074033203
RJ,resid rural,2095,0.407050223
SK,resid rural,2095,0.477501525
TN,resid rural,2095,0.146699958
TR,resid rural,2095,0.190542303
TS,resid rural,2095,0.202025367
UK,resid rural,2095,0.220457242
UP,resid rural,2095,0.358441326
WB,resid rural,2095,0.205487571
AN,resid rural,2100,0.29
AP,resid rural,2100,0.169999513
AR,resid rural,2100,0.334
AS,resid rural,2100,0.43
BR,resid rural,2100,0.41
CG,resid rural,2100,0.327998496
CH,resid rural,2100,0.011998436
DD,resid rural,2100,0.033
DL,resid rural,2100,0.007000225
DN,resid rural,2100,0.117
GA,resid rural,2100,0.048999521
GJ,resid rural,2100,0.135000537
HP,resid rural,2100,0.41
HR,resid rural,2100,0.168999177
JH,resid rural,2100,0.191999051
JK,resid rural,2100,0.301
KA,resid rural,2100,0.187999874
KL,resid rural,2100,0.026999919
LA,resid rural,2100,0.28
LD,resid rural,2100,0.125
MH,resid rural,2100,0.164996797
ML,resid rural,2100,0.42
MN,resid rural,2100,0.159
MP,resid rural,2100,0.330999596
MZ,resid rural,2100,0.128
NL,resid rural,2100,0.182
OD,resid rural,2100,0.372001077
PB,resid rural,2100,0.183998906
PC,resid rural,2100,0.066998911
RJ,resid rural,2100,0.376999509
SK,resid rural,2100,0.44
TN,resid rural,2100,0.13
TR,resid rural,2100,0.16
TS,resid rural,2100,0.17
UK,resid rural,2100,0.187999712
UP,resid rural,2100,0.32
WB,resid rural,2100,0.174000316
AN,resid urban,1975,0.356719577
AP,resid urban,1975,0.296899901
AR,resid urban,1975,0.226709963
AS,resid urban,1975,0.140799974
BR,resid urban,1975,0.113000422
CG,resid urban,1975,0.232439978
CH,resid urban,1975,0.9725
DD,resid urban,1975,0.751628205
DL,resid urban,1975,0.974972717
DN,resid urban,1975,0.466168675
GA,resid urban,1975,0.621729972
GJ,resid urban,1975,0.425819417
HP,resid urban,1975,0.100450044
HR,resid urban,1975,0.34794986
JH,resid urban,1975,0.240529891
JK,resid urban,1975,0.271309732
KA,resid urban,1975,0.38569959
KL,resid urban,1975,0.477190977
LA,resid urban,1975,0.342140149
LD,resid urban,1975,0.780829688
MH,resid urban,1975,0.452309969
ML,resid urban,1975,0.200750172
MN,resid urban,1975,0.30206
MP,resid urban,1975,0.276299388
MZ,resid urban,1975,0.515100372
NL,resid urban,1975,0.289679798
OD,resid urban,1975,0.166780037
PB,resid urban,1975,0.37493888
PC,resid urban,1975,0.683120393
RJ,resid urban,1975,0.248910074
SK,resid urban,1975,0.249680464
TN,resid urban,1975,0.48448007
TR,resid urban,1975,0.261769994
TS,resid urban,1975,0.388780257
UK,resid urban,1975,0.305550071
UP,resid urban,1975,0.22281994
WB,resid urban,1975,0.318939512
AN,resid urban,1990,0.356719577
AP,resid urban,1990,0.296899901
AR,resid urban,1990,0.226709963
AS,resid urban,1990,0.140799974
BR,resid urban,1990,0.113000422
CG,resid urban,1990,0.232439978
CH,resid urban,1990,0.9725
DD,resid urban,1990,0.751628205
DL,resid urban,1990,0.974972717
DN,resid urban,1990,0.466168675
GA,resid urban,1990,0.621729972
GJ,resid urban,1990,0.425819417
HP,resid urban,1990,0.100450044
HR,resid urban,1990,0.34794986
JH,resid urban,1990,0.240529891
JK,resid urban,1990,0.271309732
KA,resid urban,1990,0.38569959
KL,resid urban,1990,0.477190977
LA,resid urban,1990,0.342140149
LD,resid urban,1990,0.780829688
MH,resid urban,1990,0.452309969
ML,resid urban,1990,0.200750172
MN,resid urban,1990,0.30206
MP,resid urban,1990,0.276299388
MZ,resid urban,1990,0.515100372
NL,resid urban,1990,0.289679798
OD,resid urban,1990,0.166780037
PB,resid urban,1990,0.37493888
PC,resid urban,1990,0.683120393
RJ,resid urban,1990,0.248910074
SK,resid urban,1990,0.249680464
TN,resid urban,1990,0.48448007
TR,resid urban,1990,0.261769994
TS,resid urban,1990,0.388780257
UK,resid urban,1990,0.305550071
UP,resid urban,1990,0.22281994
WB,resid urban,1990,0.318939512
AN,resid urban,2005,0.356719577
AP,resid urban,2005,0.296899901
AR,resid urban,2005,0.226709963
AS,resid urban,2005,0.140799974
BR,resid urban,2005,0.113000422
CG,resid urban,2005,0.232439978
CH,resid urban,2005,0.9725
DD,resid urban,2005,0.751628205
DL,resid urban,2005,0.974972717
DN,resid urban,2005,0.466168675
GA,resid urban,2005,0.621729972
GJ,resid urban,2005,0.425819417
HP,resid urban,2005,0.100450044
HR,resid urban,2005,0.34794986
JH,resid urban,2005,0.240529891
JK,resid urban,2005,0.271309732
KA,resid urban,2005,0.38569959
KL,resid urban,2005,0.477190977
LA,resid urban,2005,0.342140149
LD,resid urban,2005,0.780829688
MH,resid urban,2005,0.452309969
ML,resid urban,2005,0.200750172
MN,resid urban,2005,0.30206
MP,resid urban,2005,0.276299388
MZ,resid urban,2005,0.515100372
NL,resid urban,2005,0.289679798
OD,resid urban,2005,0.166780037
PB,resid urban,2005,0.37493888
PC,resid urban,2005,0.683120393
RJ,resid urban,2005,0.248910074
SK,resid urban,2005,0.249680464
TN,resid urban,2005,0.48448007
TR,resid urban,2005,0.261769994
TS,resid urban,2005,0.388780257
UK,resid urban,2005,0.305550071
UP,resid urban,2005,0.22281994
WB,resid urban,2005,0.318939512
AN,resid urban,2010,0.356719577
AP,resid urban,2010,0.296899901
AR,resid urban,2010,0.226709963
AS,resid urban,2010,0.140799974
BR,resid urban,2010,0.113000422
CG,resid urban,2010,0.232439978
CH,resid urban,2010,0.9725
DD,resid urban,2010,0.751628205
DL,resid urban,2010,0.974972717
DN,resid urban,2010,0.466168675
GA,resid urban,2010,0.621729972
GJ,resid urban,2010,0.425819417
HP,resid urban,2010,0.100450044
HR,resid urban,2010,0.34794986
JH,resid urban,2010,0.240529891
JK,resid urban,2010,0.271309732
KA,resid urban,2010,0.38569959
KL,resid urban,2010,0.477190977
LA,resid urban,2010,0.342140149
LD,resid urban,2010,0.780829688
MH,resid urban,2010,0.452309969
ML,resid urban,2010,0.200750172
MN,resid urban,2010,0.30206
MP,resid urban,2010,0.276299388
MZ,resid urban,2010,0.515100372
NL,resid urban,2010,0.289679798
OD,resid urban,2010,0.166780037
PB,resid urban,2010,0.37493888
PC,resid urban,2010,0.683120393
RJ,resid urban,2010,0.248910074
SK,resid urban,2010,0.249680464
TN,resid urban,2010,0.48448007
TR,resid urban,2010,0.261769994
TS,resid urban,2010,0.388780257
UK,resid urban,2010,0.305550071
UP,resid urban,2010,0.22281994
WB,resid urban,2010,0.318939512
AN,resid urban,2015,0.367740831
AP,resid urban,2015,0.320620261
AR,resid urban,2015,0.241260027
AS,resid urban,2015,0.151430093
BR,resid urban,2015,0.116170055
CG,resid urban,2015,0.245760068
CH,resid urban,2015,0.973056255
DD,resid urban,2015,0.768219931
DL,resid urban,2015,0.976840696
DN,resid urban,2015,0.497550617
GA,resid urban,2015,0.651150614
GJ,resid urban,2015,0.449459799
HP,resid urban,2015,0.107590049
HR,resid urban,2015,0.368778781
JH,resid urban,2015,0.26289986
JK,resid urban,2015,0.287049829
KA,resid urban,2015,0.408280225
KL,resid urban,2015,0.515851157
LA,resid urban,2015,0.35455102
LD,resid urban,2015,0.78904
MH,resid urban,2015,0.478959695
ML,resid urban,2015,0.205919898
MN,resid urban,2015,0.328839836
MP,resid urban,2015,0.289919888
MZ,resid urban,2015,0.542430222
NL,resid urban,2015,0.310749878
OD,resid urban,2015,0.180799982
PB,resid urban,2015,0.395869768
PC,resid urban,2015,0.70358021
RJ,resid urban,2015,0.261739963
SK,resid urban,2015,0.24269969
TN,resid urban,2015,0.507560616
TR,resid urban,2015,0.288448958
TS,resid urban,2015,0.405919576
UK,resid urban,2015,0.326939542
UP,resid urban,2015,0.232300119
WB,resid urban,2015,0.341180094
AN,resid urban,2020,0.382349284
AP,resid urban,2020,0.354817367
AR,resid urban,2020,0.260080023
AS,resid urban,2020,0.171225794
BR,resid urban,2020,0.141002904
CG,resid urban,2020,0.26350863
CH,resid urban,2020,0.973619326
DD,resid urban,2020,0.78633137
DL,resid urban,2020,0.978720384
DN,resid urban,2020,0.538614815
GA,resid urban,2020,0.686700526
GJ,resid urban,2020,0.478965528
HP,resid urban,2020,0.135077185
HR,resid urban,2020,0.396096098
JH,resid urban,2020,0.295342676
JK,resid urban,2020,0.308899853
KA,resid urban,2020,0.436811599
KL,resid urban,2020,0.569300912
LA,resid urban,2020,0.368900875
LD,resid urban,2020,0.797605714
MH,resid urban,2020,0.512679318
ML,resid urban,2020,0.217931341
MN,resid urban,2020,0.367005481
MP,resid urban,2020,0.306502761
MZ,resid urban,2020,0.576225905
NL,resid urban,2020,0.338928585
OD,resid urban,2020,0.204971413
PB,resid urban,2020,0.423602658
PC,resid urban,2020,0.726639804
RJ,resid urban,2020,0.278634254
SK,resid urban,2020,0.248028306
TN,resid urban,2020,0.535480588
TR,resid urban,2020,0.330099107
TS,resid urban,2020,0.427931065
UK,resid urban,2020,0.35737675
UP,resid urban,2020,0.253400102
WB,resid urban,2020,0.37244008
AN,resid urban,2025,0.396957737
AP,resid urban,2025,0.389014472
AR,resid urban,2025,0.278900019
AS,resid urban,2025,0.191021495
BR,resid urban,2025,0.165835754
CG,resid urban,2025,0.281257192
CH,resid urban,2025,0.974182397
DD,resid urban,2025,0.804442808
DL,resid urban,2025,0.980600072
DN,resid urban,2025,0.579679012
GA,resid urban,2025,0.722250439
GJ,resid urban,2025,0.508471258
HP,resid urban,2025,0.162564321
HR,resid urban,2025,0.423413415
JH,resid urban,2025,0.327785492
JK,resid urban,2025,0.330749878
KA,resid urban,2025,0.465342973
KL,resid urban,2025,0.622750667
LA,resid urban,2025,0.383250729
LD,resid urban,2025,0.806171429
MH,resid urban,2025,0.54639894
ML,resid urban,2025,0.229942784
MN,resid urban,2025,0.405171127
MP,resid urban,2025,0.323085634
MZ,resid urban,2025,0.610021587
NL,resid urban,2025,0.367107291
OD,resid urban,2025,0.229142844
PB,resid urban,2025,0.451335549
PC,resid urban,2025,0.749699398
RJ,resid urban,2025,0.295528545
SK,resid urban,2025,0.253356922
TN,resid urban,2025,0.56340056
TR,resid urban,2025,0.371749256
TS,resid urban,2025,0.449942554
UK,resid urban,2025,0.387813958
UP,resid urban,2025,0.274500085
WB,resid urban,2025,0.403700067
AN,resid urban,2030,0.411566189
AP,resid urban,2030,0.423211578
AR,resid urban,2030,0.297720015
AS,resid urban,2030,0.210817196
BR,resid urban,2030,0.190668603
CG,resid urban,2030,0.299005753
CH,resid urban,2030,0.974745468
DD,resid urban,2030,0.822554246
DL,resid urban,2030,0.98247976
DN,resid urban,2030,0.62074321
GA,resid urban,2030,0.757800351
GJ,resid urban,2030,0.537976987
HP,resid urban,2030,0.190051457
HR,resid urban,2030,0.450730732
JH,resid urban,2030,0.360228309
JK,resid urban,2030,0.352599902
KA,resid urban,2030,0.493874347
KL,resid urban,2030,0.676200422
LA,resid urban,2030,0.397600583
LD,resid urban,2030,0.814737143
MH,resid urban,2030,0.580118563
ML,resid urban,2030,0.241954228
MN,resid urban,2030,0.443336773
MP,resid urban,2030,0.339668507
MZ,resid urban,2030,0.64381727
NL,resid urban,2030,0.395285998
OD,resid urban,2030,0.253314275
PB,resid urban,2030,0.479068439
