# File: A10.EB_SecFuel_mtoe.csv
# Title: Database of fuel consumption across sectors
# Units: Energy units in mtoe
# Source:  GHG platform
# Column types: cccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
State,GHG_Platform_sectors,GHG_Platform_fuels,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
KL,Residential Urban,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA,Residential Urban,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD,Residential Urban,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH,Residential Urban,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ML,Residential Urban,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN,Residential Urban,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MP,Residential Urban,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MZ,Residential Urban,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NL,Residential Urban,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OD,Residential Urban,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PB,Residential Urban,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC,Residential Urban,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RJ,Residential Urban,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK,Residential Urban,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TN,Residential Urban,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR,Residential Urban,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TS,Residential Urban,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UK,Residential Urban,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP,Residential Urban,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WB,Residential Urban,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,Residential Urban,electricity,0.004442089,0.004442089,0.004442089,0.004442089,0.004442089,0.004442089,0.004442089,0.004442089,0.004442089,0.004442089,0.004442089,0.004442089,0.004442089,0.004442089,0.004442089,0.004442089,0.004442089,0.004442089,0.004442089,0.004442089,0.004442089,0.004442089,0.004442089,0.004442089,0.004442089,0.004442089,0.004442089,0.004442089,0.004442089,0.004442089,0.004442089,0.004442089,0.004442089,0.004442089,0.004442089,0.004442089,0.004442089,0.004442089,0.004442089,0.004442089,0.004442089,0.004442089,0.004442089,0.004442089,0.004442089
AP,Residential Urban,electricity,0.384765261,0.384765261,0.384765261,0.384765261,0.384765261,0.384765261,0.384765261,0.384765261,0.384765261,0.384765261,0.384765261,0.384765261,0.384765261,0.384765261,0.384765261,0.384765261,0.384765261,0.384765261,0.384765261,0.384765261,0.384765261,0.384765261,0.384765261,0.384765261,0.384765261,0.384765261,0.384765261,0.384765261,0.384765261,0.384765261,0.384765261,0.384765261,0.384765261,0.384765261,0.384765261,0.384765261,0.384765261,0.384765261,0.384765261,0.384765261,0.384765261,0.384765261,0.384765261,0.384765261,0.384765261
AR,Residential Urban,electricity,0.003821415,0.003821415,0.003821415,0.003821415,0.003821415,0.003821415,0.003821415,0.003821415,0.003821415,0.003821415,0.003821415,0.003821415,0.003821415,0.003821415,0.003821415,0.003821415,0.003821415,0.003821415,0.003821415,0.003821415,0.003821415,0.003821415,0.003821415,0.003821415,0.003821415,0.003821415,0.003821415,0.003821415,0.003821415,0.003821415,0.003821415,0.003821415,0.003821415,0.003821415,0.003821415,0.003821415,0.003821415,0.003821415,0.003821415,0.003821415,0.003821415,0.003821415,0.003821415,0.003821415,0.003821415
AS,Residential Urban,electricity,0.068115904,0.068115904,0.068115904,0.068115904,0.068115904,0.068115904,0.068115904,0.068115904,0.068115904,0.068115904,0.068115904,0.068115904,0.068115904,0.068115904,0.068115904,0.068115904,0.068115904,0.068115904,0.068115904,0.068115904,0.068115904,0.068115904,0.068115904,0.068115904,0.068115904,0.068115904,0.068115904,0.068115904,0.068115904,0.068115904,0.068115904,0.068115904,0.068115904,0.068115904,0.068115904,0.068115904,0.068115904,0.068115904,0.068115904,0.068115904,0.068115904,0.068115904,0.068115904,0.068115904,0.068115904
BR,Residential Urban,electricity,0.151344264,0.151344264,0.151344264,0.151344264,0.151344264,0.151344264,0.151344264,0.151344264,0.151344264,0.151344264,0.151344264,0.151344264,0.151344264,0.151344264,0.151344264,0.151344264,0.151344264,0.151344264,0.151344264,0.151344264,0.151344264,0.151344264,0.151344264,0.151344264,0.151344264,0.151344264,0.151344264,0.151344264,0.151344264,0.151344264,0.151344264,0.151344264,0.151344264,0.151344264,0.151344264,0.151344264,0.151344264,0.151344264,0.151344264,0.151344264,0.151344264,0.151344264,0.151344264,0.151344264,0.151344264
CG,Residential Urban,electricity,0.146201862,0.146201862,0.146201862,0.146201862,0.146201862,0.146201862,0.146201862,0.146201862,0.146201862,0.146201862,0.146201862,0.146201862,0.146201862,0.146201862,0.146201862,0.146201862,0.146201862,0.146201862,0.146201862,0.146201862,0.146201862,0.146201862,0.146201862,0.146201862,0.146201862,0.146201862,0.146201862,0.146201862,0.146201862,0.146201862,0.146201862,0.146201862,0.146201862,0.146201862,0.146201862,0.146201862,0.146201862,0.146201862,0.146201862,0.146201862,0.146201862,0.146201862,0.146201862,0.146201862,0.146201862
CH,Residential Urban,electricity,0.025984005,0.025984005,0.025984005,0.025984005,0.025984005,0.025984005,0.025984005,0.025984005,0.025984005,0.025984005,0.025984005,0.025984005,0.025984005,0.025984005,0.025984005,0.025984005,0.025984005,0.025984005,0.025984005,0.025984005,0.025984005,0.025984005,0.025984005,0.025984005,0.025984005,0.025984005,0.025984005,0.025984005,0.025984005,0.025984005,0.025984005,0.025984005,0.025984005,0.025984005,0.025984005,0.025984005,0.025984005,0.025984005,0.025984005,0.025984005,0.025984005,0.025984005,0.025984005,0.025984005,0.025984005
DD,Residential Urban,electricity,0.007191582,0.007191582,0.007191582,0.007191582,0.007191582,0.007191582,0.007191582,0.007191582,0.007191582,0.007191582,0.007191582,0.007191582,0.007191582,0.007191582,0.007191582,0.007191582,0.007191582,0.007191582,0.007191582,0.007191582,0.007191582,0.007191582,0.007191582,0.007191582,0.007191582,0.007191582,0.007191582,0.007191582,0.007191582,0.007191582,0.007191582,0.007191582,0.007191582,0.007191582,0.007191582,0.007191582,0.007191582,0.007191582,0.007191582,0.007191582,0.007191582,0.007191582,0.007191582,0.007191582,0.007191582
DL,Residential Urban,electricity,0.465154893,0.465154893,0.465154893,0.465154893,0.465154893,0.465154893,0.465154893,0.465154893,0.465154893,0.465154893,0.465154893,0.465154893,0.465154893,0.465154893,0.465154893,0.465154893,0.465154893,0.465154893,0.465154893,0.465154893,0.465154893,0.465154893,0.465154893,0.465154893,0.465154893,0.465154893,0.465154893,0.465154893,0.465154893,0.465154893,0.465154893,0.465154893,0.465154893,0.465154893,0.465154893,0.465154893,0.465154893,0.465154893,0.465154893,0.465154893,0.465154893,0.465154893,0.465154893,0.465154893,0.465154893
DN,Residential Urban,electricity,0.003426728,0.003426728,0.003426728,0.003426728,0.003426728,0.003426728,0.003426728,0.003426728,0.003426728,0.003426728,0.003426728,0.003426728,0.003426728,0.003426728,0.003426728,0.003426728,0.003426728,0.003426728,0.003426728,0.003426728,0.003426728,0.003426728,0.003426728,0.003426728,0.003426728,0.003426728,0.003426728,0.003426728,0.003426728,0.003426728,0.003426728,0.003426728,0.003426728,0.003426728,0.003426728,0.003426728,0.003426728,0.003426728,0.003426728,0.003426728,0.003426728,0.003426728,0.003426728,0.003426728,0.003426728
GA,Residential Urban,electricity,0.024769967,0.024769967,0.024769967,0.024769967,0.024769967,0.024769967,0.024769967,0.024769967,0.024769967,0.024769967,0.024769967,0.024769967,0.024769967,0.024769967,0.024769967,0.024769967,0.024769967,0.024769967,0.024769967,0.024769967,0.024769967,0.024769967,0.024769967,0.024769967,0.024769967,0.024769967,0.024769967,0.024769967,0.024769967,0.024769967,0.024769967,0.024769967,0.024769967,0.024769967,0.024769967,0.024769967,0.024769967,0.024769967,0.024769967,0.024769967,0.024769967,0.024769967,0.024769967,0.024769967,0.024769967
GJ,Residential Urban,electricity,0.614882053,0.614882053,0.614882053,0.614882053,0.614882053,0.614882053,0.614882053,0.614882053,0.614882053,0.614882053,0.614882053,0.614882053,0.614882053,0.614882053,0.614882053,0.614882053,0.614882053,0.614882053,0.614882053,0.614882053,0.614882053,0.614882053,0.614882053,0.614882053,0.614882053,0.614882053,0.614882053,0.614882053,0.614882053,0.614882053,0.614882053,0.614882053,0.614882053,0.614882053,0.614882053,0.614882053,0.614882053,0.614882053,0.614882053,0.614882053,0.614882053,0.614882053,0.614882053,0.614882053,0.614882053
HP,Residential Urban,electricity,0.008360272,0.008360272,0.008360272,0.008360272,0.008360272,0.008360272,0.008360272,0.008360272,0.008360272,0.008360272,0.008360272,0.008360272,0.008360272,0.008360272,0.008360272,0.008360272,0.008360272,0.008360272,0.008360272,0.008360272,0.008360272,0.008360272,0.008360272,0.008360272,0.008360272,0.008360272,0.008360272,0.008360272,0.008360272,0.008360272,0.008360272,0.008360272,0.008360272,0.008360272,0.008360272,0.008360272,0.008360272,0.008360272,0.008360272,0.008360272,0.008360272,0.008360272,0.008360272,0.008360272,0.008360272
HR,Residential Urban,electricity,0.242185612,0.242185612,0.242185612,0.242185612,0.242185612,0.242185612,0.242185612,0.242185612,0.242185612,0.242185612,0.242185612,0.242185612,0.242185612,0.242185612,0.242185612,0.242185612,0.242185612,0.242185612,0.242185612,0.242185612,0.242185612,0.242185612,0.242185612,0.242185612,0.242185612,0.242185612,0.242185612,0.242185612,0.242185612,0.242185612,0.242185612,0.242185612,0.242185612,0.242185612,0.242185612,0.242185612,0.242185612,0.242185612,0.242185612,0.242185612,0.242185612,0.242185612,0.242185612,0.242185612,0.242185612
JH,Residential Urban,electricity,0.160571565,0.160571565,0.160571565,0.160571565,0.160571565,0.160571565,0.160571565,0.160571565,0.160571565,0.160571565,0.160571565,0.160571565,0.160571565,0.160571565,0.160571565,0.160571565,0.160571565,0.160571565,0.160571565,0.160571565,0.160571565,0.160571565,0.160571565,0.160571565,0.160571565,0.160571565,0.160571565,0.160571565,0.160571565,0.160571565,0.160571565,0.160571565,0.160571565,0.160571565,0.160571565,0.160571565,0.160571565,0.160571565,0.160571565,0.160571565,0.160571565,0.160571565,0.160571565,0.160571565,0.160571565
JK,Residential Urban,electricity,0.023710264,0.023710264,0.023710264,0.023710264,0.023710264,0.023710264,0.023710264,0.023710264,0.023710264,0.023710264,0.023710264,0.023710264,0.023710264,0.023710264,0.023710264,0.023710264,0.023710264,0.023710264,0.023710264,0.023710264,0.023710264,0.023710264,0.023710264,0.023710264,0.023710264,0.023710264,0.023710264,0.023710264,0.023710264,0.023710264,0.023710264,0.023710264,0.023710264,0.023710264,0.023710264,0.023710264,0.023710264,0.023710264,0.023710264,0.023710264,0.023710264,0.023710264,0.023710264,0.023710264,0.023710264
KA,Residential Urban,electricity,0.476298537,0.476298537,0.476298537,0.476298537,0.476298537,0.476298537,0.476298537,0.476298537,0.476298537,0.476298537,0.476298537,0.476298537,0.476298537,0.476298537,0.476298537,0.476298537,0.476298537,0.476298537,0.476298537,0.476298537,0.476298537,0.476298537,0.476298537,0.476298537,0.476298537,0.476298537,0.476298537,0.476298537,0.476298537,0.476298537,0.476298537,0.476298537,0.476298537,0.476298537,0.476298537,0.476298537,0.476298537,0.476298537,0.476298537,0.476298537,0.476298537,0.476298537,0.476298537,0.476298537,0.476298537
KL,Residential Urban,electricity,0.347060033,0.347060033,0.347060033,0.347060033,0.347060033,0.347060033,0.347060033,0.347060033,0.347060033,0.347060033,0.347060033,0.347060033,0.347060033,0.347060033,0.347060033,0.347060033,0.347060033,0.347060033,0.347060033,0.347060033,0.347060033,0.347060033,0.347060033,0.347060033,0.347060033,0.347060033,0.347060033,0.347060033,0.347060033,0.347060033,0.347060033,0.347060033,0.347060033,0.347060033,0.347060033,0.347060033,0.347060033,0.347060033,0.347060033,0.347060033,0.347060033,0.347060033,0.347060033,0.347060033,0.347060033
LA,Residential Urban,electricity,0.000466939,0.000466939,0.000466939,0.000466939,0.000466939,0.000466939,0.000466939,0.000466939,0.000466939,0.000466939,0.000466939,0.000466939,0.000466939,0.000466939,0.000466939,0.000466939,0.000466939,0.000466939,0.000466939,0.000466939,0.000466939,0.000466939,0.000466939,0.000466939,0.000466939,0.000466939,0.000466939,0.000466939,0.000466939,0.000466939,0.000466939,0.000466939,0.000466939,0.000466939,0.000466939,0.000466939,0.000466939,0.000466939,0.000466939,0.000466939,0.000466939,0.000466939,0.000466939,0.000466939,0.000466939
LD,Residential Urban,electricity,0.000858003,0.000858003,0.000858003,0.000858003,0.000858003,0.000858003,0.000858003,0.000858003,0.000858003,0.000858003,0.000858003,0.000858003,0.000858003,0.000858003,0.000858003,0.000858003,0.000858003,0.000858003,0.000858003,0.000858003,0.000858003,0.000858003,0.000858003,0.000858003,0.000858003,0.000858003,0.000858003,0.000858003,0.000858003,0.000858003,0.000858003,0.000858003,0.000858003,0.000858003,0.000858003,0.000858003,0.000858003,0.000858003,0.000858003,0.000858003,0.000858003,0.000858003,0.000858003,0.000858003,0.000858003
MH,Residential Urban,electricity,1.254108685,1.254108685,1.254108685,1.254108685,1.254108685,1.254108685,1.254108685,1.254108685,1.254108685,1.254108685,1.254108685,1.254108685,1.254108685,1.254108685,1.254108685,1.254108685,1.254108685,1.254108685,1.254108685,1.254108685,1.254108685,1.254108685,1.254108685,1.254108685,1.254108685,1.254108685,1.254108685,1.254108685,1.254108685,1.254108685,1.254108685,1.254108685,1.254108685,1.254108685,1.254108685,1.254108685,1.254108685,1.254108685,1.254108685,1.254108685,1.254108685,1.254108685,1.254108685,1.254108685,1.254108685
ML,Residential Urban,electricity,0.005889236,0.005889236,0.005889236,0.005889236,0.005889236,0.005889236,0.005889236,0.005889236,0.005889236,0.005889236,0.005889236,0.005889236,0.005889236,0.005889236,0.005889236,0.005889236,0.005889236,0.005889236,0.005889236,0.005889236,0.005889236,0.005889236,0.005889236,0.005889236,0.005889236,0.005889236,0.005889236,0.005889236,0.005889236,0.005889236,0.005889236,0.005889236,0.005889236,0.005889236,0.005889236,0.005889236,0.005889236,0.005889236,0.005889236,0.005889236,0.005889236,0.005889236,0.005889236,0.005889236,0.005889236
MN,Residential Urban,electricity,0.010474513,0.010474513,0.010474513,0.010474513,0.010474513,0.010474513,0.010474513,0.010474513,0.010474513,0.010474513,0.010474513,0.010474513,0.010474513,0.010474513,0.010474513,0.010474513,0.010474513,0.010474513,0.010474513,0.010474513,0.010474513,0.010474513,0.010474513,0.010474513,0.010474513,0.010474513,0.010474513,0.010474513,0.010474513,0.010474513,0.010474513,0.010474513,0.010474513,0.010474513,0.010474513,0.010474513,0.010474513,0.010474513,0.010474513,0.010474513,0.010474513,0.010474513,0.010474513,0.010474513,0.010474513
MP,Residential Urban,electricity,0.421029638,0.421029638,0.421029638,0.421029638,0.421029638,0.421029638,0.421029638,0.421029638,0.421029638,0.421029638,0.421029638,0.421029638,0.421029638,0.421029638,0.421029638,0.421029638,0.421029638,0.421029638,0.421029638,0.421029638,0.421029638,0.421029638,0.421029638,0.421029638,0.421029638,0.421029638,0.421029638,0.421029638,0.421029638,0.421029638,0.421029638,0.421029638,0.421029638,0.421029638,0.421029638,0.421029638,0.421029638,0.421029638,0.421029638,0.421029638,0.421029638,0.421029638,0.421029638,0.421029638,0.421029638
MZ,Residential Urban,electricity,0.006586903,0.006586903,0.006586903,0.006586903,0.006586903,0.006586903,0.006586903,0.006586903,0.006586903,0.006586903,0.006586903,0.006586903,0.006586903,0.006586903,0.006586903,0.006586903,0.006586903,0.006586903,0.006586903,0.006586903,0.006586903,0.006586903,0.006586903,0.006586903,0.006586903,0.006586903,0.006586903,0.006586903,0.006586903,0.006586903,0.006586903,0.006586903,0.006586903,0.006586903,0.006586903,0.006586903,0.006586903,0.006586903,0.006586903,0.006586903,0.006586903,0.006586903,0.006586903,0.006586903,0.006586903
NL,Residential Urban,electricity,0.00940729,0.00940729,0.00940729,0.00940729,0.00940729,0.00940729,0.00940729,0.00940729,0.00940729,0.00940729,0.00940729,0.00940729,0.00940729,0.00940729,0.00940729,0.00940729,0.00940729,0.00940729,0.00940729,0.00940729,0.00940729,0.00940729,0.00940729,0.00940729,0.00940729,0.00940729,0.00940729,0.00940729,0.00940729,0.00940729,0.00940729,0.00940729,0.00940729,0.00940729,0.00940729,0.00940729,0.00940729,0.00940729,0.00940729,0.00940729,0.00940729,0.00940729,0.00940729,0.00940729,0.00940729
OD,Residential Urban,electricity,0.172286606,0.172286606,0.172286606,0.172286606,0.172286606,0.172286606,0.172286606,0.172286606,0.172286606,0.172286606,0.172286606,0.172286606,0.172286606,0.172286606,0.172286606,0.172286606,0.172286606,0.172286606,0.172286606,0.172286606,0.172286606,0.172286606,0.172286606,0.172286606,0.172286606,0.172286606,0.172286606,0.172286606,0.172286606,0.172286606,0.172286606,0.172286606,0.172286606,0.172286606,0.172286606,0.172286606,0.172286606,0.172286606,0.172286606,0.172286606,0.172286606,0.172286606,0.172286606,0.172286606,0.172286606
PB,Residential Urban,electricity,0.23886062,0.23886062,0.23886062,0.23886062,0.23886062,0.23886062,0.23886062,0.23886062,0.23886062,0.23886062,0.23886062,0.23886062,0.23886062,0.23886062,0.23886062,0.23886062,0.23886062,0.23886062,0.23886062,0.23886062,0.23886062,0.23886062,0.23886062,0.23886062,0.23886062,0.23886062,0.23886062,0.23886062,0.23886062,0.23886062,0.23886062,0.23886062,0.23886062,0.23886062,0.23886062,0.23886062,0.23886062,0.23886062,0.23886062,0.23886062,0.23886062,0.23886062,0.23886062,0.23886062,0.23886062
PC,Residential Urban,electricity,0.035544123,0.035544123,0.035544123,0.035544123,0.035544123,0.035544123,0.035544123,0.035544123,0.035544123,0.035544123,0.035544123,0.035544123,0.035544123,0.035544123,0.035544123,0.035544123,0.035544123,0.035544123,0.035544123,0.035544123,0.035544123,0.035544123,0.035544123,0.035544123,0.035544123,0.035544123,0.035544123,0.035544123,0.035544123,0.035544123,0.035544123,0.035544123,0.035544123,0.035544123,0.035544123,0.035544123,0.035544123,0.035544123,0.035544123,0.035544123,0.035544123,0.035544123,0.035544123,0.035544123,0.035544123
RJ,Residential Urban,electricity,0.375398221,0.375398221,0.375398221,0.375398221,0.375398221,0.375398221,0.375398221,0.375398221,0.375398221,0.375398221,0.375398221,0.375398221,0.375398221,0.375398221,0.375398221,0.375398221,0.375398221,0.375398221,0.375398221,0.375398221,0.375398221,0.375398221,0.375398221,0.375398221,0.375398221,0.375398221,0.375398221,0.375398221,0.375398221,0.375398221,0.375398221,0.375398221,0.375398221,0.375398221,0.375398221,0.375398221,0.375398221,0.375398221,0.375398221,0.375398221,0.375398221,0.375398221,0.375398221,0.375398221,0.375398221
SK,Residential Urban,electricity,0.001083961,0.001083961,0.001083961,0.001083961,0.001083961,0.001083961,0.001083961,0.001083961,0.001083961,0.001083961,0.001083961,0.001083961,0.001083961,0.001083961,0.001083961,0.001083961,0.001083961,0.001083961,0.001083961,0.001083961,0.001083961,0.001083961,0.001083961,0.001083961,0.001083961,0.001083961,0.001083961,0.001083961,0.001083961,0.001083961,0.001083961,0.001083961,0.001083961,0.001083961,0.001083961,0.001083961,0.001083961,0.001083961,0.001083961,0.001083961,0.001083961,0.001083961,0.001083961,0.001083961,0.001083961
TN,Residential Urban,electricity,0.955227309,0.955227309,0.955227309,0.955227309,0.955227309,0.955227309,0.955227309,0.955227309,0.955227309,0.955227309,0.955227309,0.955227309,0.955227309,0.955227309,0.955227309,0.955227309,0.955227309,0.955227309,0.955227309,0.955227309,0.955227309,0.955227309,0.955227309,0.955227309,0.955227309,0.955227309,0.955227309,0.955227309,0.955227309,0.955227309,0.955227309,0.955227309,0.955227309,0.955227309,0.955227309,0.955227309,0.955227309,0.955227309,0.955227309,0.955227309,0.955227309,0.955227309,0.955227309,0.955227309,0.955227309
TR,Residential Urban,electricity,0.017372477,0.017372477,0.017372477,0.017372477,0.017372477,0.017372477,0.017372477,0.017372477,0.017372477,0.017372477,0.017372477,0.017372477,0.017372477,0.017372477,0.017372477,0.017372477,0.017372477,0.017372477,0.017372477,0.017372477,0.017372477,0.017372477,0.017372477,0.017372477,0.017372477,0.017372477,0.017372477,0.017372477,0.017372477,0.017372477,0.017372477,0.017372477,0.017372477,0.017372477,0.017372477,0.017372477,0.017372477,0.017372477,0.017372477,0.017372477,0.017372477,0.017372477,0.017372477,0.017372477,0.017372477
TS,Residential Urban,electricity,0.334288403,0.334288403,0.334288403,0.334288403,0.334288403,0.334288403,0.334288403,0.334288403,0.334288403,0.334288403,0.334288403,0.334288403,0.334288403,0.334288403,0.334288403,0.334288403,0.334288403,0.334288403,0.334288403,0.334288403,0.334288403,0.334288403,0.334288403,0.334288403,0.334288403,0.334288403,0.334288403,0.334288403,0.334288403,0.334288403,0.334288403,0.334288403,0.334288403,0.334288403,0.334288403,0.334288403,0.334288403,0.334288403,0.334288403,0.334288403,0.334288403,0.334288403,0.334288403,0.334288403,0.334288403
UK,Residential Urban,electricity,0.03892398,0.03892398,0.03892398,0.03892398,0.03892398,0.03892398,0.03892398,0.03892398,0.03892398,0.03892398,0.03892398,0.03892398,0.03892398,0.03892398,0.03892398,0.03892398,0.03892398,0.03892398,0.03892398,0.03892398,0.03892398,0.03892398,0.03892398,0.03892398,0.03892398,0.03892398,0.03892398,0.03892398,0.03892398,0.03892398,0.03892398,0.03892398,0.03892398,0.03892398,0.03892398,0.03892398,0.03892398,0.03892398,0.03892398,0.03892398,0.03892398,0.03892398,0.03892398,0.03892398,0.03892398
UP,Residential Urban,electricity,0.726299958,0.726299958,0.726299958,0.726299958,0.726299958,0.726299958,0.726299958,0.726299958,0.726299958,0.726299958,0.726299958,0.726299958,0.726299958,0.726299958,0.726299958,0.726299958,0.726299958,0.726299958,0.726299958,0.726299958,0.726299958,0.726299958,0.726299958,0.726299958,0.726299958,0.726299958,0.726299958,0.726299958,0.726299958,0.726299958,0.726299958,0.726299958,0.726299958,0.726299958,0.726299958,0.726299958,0.726299958,0.726299958,0.726299958,0.726299958,0.726299958,0.726299958,0.726299958,0.726299958,0.726299958
WB,Residential Urban,electricity,0.562033415,0.562033415,0.562033415,0.562033415,0.562033415,0.562033415,0.562033415,0.562033415,0.562033415,0.562033415,0.562033415,0.562033415,0.562033415,0.562033415,0.562033415,0.562033415,0.562033415,0.562033415,0.562033415,0.562033415,0.562033415,0.562033415,0.562033415,0.562033415,0.562033415,0.562033415,0.562033415,0.562033415,0.562033415,0.562033415,0.562033415,0.562033415,0.562033415,0.562033415,0.562033415,0.562033415,0.562033415,0.562033415,0.562033415,0.562033415,0.562033415,0.562033415,0.562033415,0.562033415,0.562033415
AN,Residential Urban,refined liquids,0.00805462,0.00805462,0.00805462,0.00805462,0.00805462,0.00805462,0.00805462,0.00805462,0.00805462,0.00805462,0.00805462,0.00805462,0.00805462,0.00805462,0.00805462,0.00805462,0.00805462,0.00805462,0.00805462,0.00805462,0.00805462,0.00805462,0.00805462,0.00805462,0.00805462,0.00805462,0.00805462,0.00805462,0.00805462,0.00805462,0.00805462,0.00805462,0.00805462,0.00805462,0.00805462,0.00805462,0.00805462,0.00805462,0.00805462,0.00805462,0.00805462,0.00805462,0.00805462,0.00805462,0.00805462
AP,Residential Urban,refined liquids,1.412353967,1.412353967,1.412353967,1.412353967,1.412353967,1.412353967,1.412353967,1.412353967,1.412353967,1.412353967,1.412353967,1.412353967,1.412353967,1.412353967,1.412353967,1.412353967,1.412353967,1.412353967,1.412353967,1.412353967,1.412353967,1.412353967,1.412353967,1.412353967,1.412353967,1.412353967,1.412353967,1.412353967,1.412353967,1.412353967,1.412353967,1.412353967,1.412353967,1.412353967,1.412353967,1.412353967,1.412353967,1.412353967,1.412353967,1.412353967,1.412353967,1.412353967,1.412353967,1.412353967,1.412353967
AR,Residential Urban,refined liquids,0.014755917,0.014755917,0.014755917,0.014755917,0.014755917,0.014755917,0.014755917,0.014755917,0.014755917,0.014755917,0.014755917,0.014755917,0.014755917,0.014755917,0.014755917,0.014755917,0.014755917,0.014755917,0.014755917,0.014755917,0.014755917,0.014755917,0.014755917,0.014755917,0.014755917,0.014755917,0.014755917,0.014755917,0.014755917,0.014755917,0.014755917,0.014755917,0.014755917,0.014755917,0.014755917,0.014755917,0.014755917,0.014755917,0.014755917,0.014755917,0.014755917,0.014755917,0.014755917,0.014755917,0.014755917
AS,Residential Urban,refined liquids,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
