# File: A54.india_StubTranTechCoef.csv
# Title: Transport coefficient values for India - Have to change values for new added fuels. Right now NG values are taken
# Units: NA
# Column types: ccccicnc
# ----------
region,supplysector,tranSubsector,stub.technology,year,minicam.energy.input,coefficient,market.name
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2020,refined liquids enduse,857.3781272,India
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2025,refined liquids enduse,844.5174553,India
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2030,refined liquids enduse,831.8496935,India
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2035,refined liquids enduse,819.3719481,India
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2040,refined liquids enduse,807.0813688,India
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2045,refined liquids enduse,794.9751483,India
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2050,refined liquids enduse,783.0505211,India
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2055,refined liquids enduse,771.3047633,India
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2060,refined liquids enduse,759.7351918,India
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2065,refined liquids enduse,748.3391639,India
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2070,refined liquids enduse,737.1140765,India
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2075,refined liquids enduse,726.0573653,India
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2080,refined liquids enduse,715.1665049,India
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2085,refined liquids enduse,704.4390073,India
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2090,refined liquids enduse,693.8724222,India
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2095,refined liquids enduse,683.4643358,India
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2100,refined liquids enduse,673.2123708,India
India,trn_pass_road_LDV,LDV_3W,Liquids,1975,refined liquids enduse,"1,495.21",India
India,trn_pass_road_LDV,LDV_3W,Liquids,1990,refined liquids enduse,"1,495.21",India
India,trn_pass_road_LDV,LDV_3W,Liquids,2005,refined liquids enduse,"1,495.21",India
India,trn_pass_road_LDV,LDV_3W,Liquids,2010,refined liquids enduse,"1,439.83",India
India,trn_pass_road_LDV,LDV_3W,Liquids,2015,refined liquids enduse,"1,384.45",India
India,trn_pass_road_LDV,LDV_3W,Liquids,2020,refined liquids enduse,"1,329.07",India
India,trn_pass_road_LDV,LDV_3W,Liquids,2025,refined liquids enduse,"1,284.77",India
India,trn_pass_road_LDV,LDV_3W,Liquids,2030,refined liquids enduse,"1,240.48",India
India,trn_pass_road_LDV,LDV_3W,Liquids,2035,refined liquids enduse,"1,196.19",India
India,trn_pass_road_LDV,LDV_3W,Liquids,2040,refined liquids enduse,"1,159.95",India
India,trn_pass_road_LDV,LDV_3W,Liquids,2045,refined liquids enduse,"1,123.72",India
India,trn_pass_road_LDV,LDV_3W,Liquids,2050,refined liquids enduse,"1,087.48",India
India,trn_pass_road_LDV,LDV_3W,Liquids,2055,refined liquids enduse,"1,081.00",India
India,trn_pass_road_LDV,LDV_3W,Liquids,2060,refined liquids enduse,"1,074.53",India
India,trn_pass_road_LDV,LDV_3W,Liquids,2065,refined liquids enduse,"1,068.05",India
India,trn_pass_road_LDV,LDV_3W,Liquids,2070,refined liquids enduse,"1,061.79",India
India,trn_pass_road_LDV,LDV_3W,Liquids,2075,refined liquids enduse,"1,055.54",India
India,trn_pass_road_LDV,LDV_3W,Liquids,2080,refined liquids enduse,"1,049.28",India
India,trn_pass_road_LDV,LDV_3W,Liquids,2085,refined liquids enduse,"1,043.25",India
India,trn_pass_road_LDV,LDV_3W,Liquids,2090,refined liquids enduse,"1,037.22",India
India,trn_pass_road_LDV,LDV_3W,Liquids,2095,refined liquids enduse,"1,031.18",India
India,trn_pass_road_LDV,LDV_3W,Liquids,2100,refined liquids enduse,"1,031.18",India
India,trn_pass_road_LDV,LDV_3W,NG,1975,delivered gas,"1,344.71",India
India,trn_pass_road_LDV,LDV_3W,NG,1990,delivered gas,"1,344.71",India
India,trn_pass_road_LDV,LDV_3W,NG,2005,delivered gas,"1,344.71",India
India,trn_pass_road_LDV,LDV_3W,NG,2010,delivered gas,"1,340.03",India
India,trn_pass_road_LDV,LDV_3W,NG,2015,delivered gas,"1,335.35",India
India,trn_pass_road_LDV,LDV_3W,NG,2020,delivered gas,"1,330.68",India
India,trn_pass_road_LDV,LDV_3W,NG,2025,delivered gas,"1,310.72",India
India,trn_pass_road_LDV,LDV_3W,NG,2030,delivered gas,"1,291.06",India
India,trn_pass_road_LDV,LDV_3W,NG,2035,delivered gas,"1,271.69",India
India,trn_pass_road_LDV,LDV_3W,NG,2040,delivered gas,"1,252.62",India
India,trn_pass_road_LDV,LDV_3W,NG,2045,delivered gas,"1,233.83",India
India,trn_pass_road_LDV,LDV_3W,NG,2050,delivered gas,"1,215.32",India
India,trn_pass_road_LDV,LDV_3W,NG,2055,delivered gas,"1,197.09",India
India,trn_pass_road_LDV,LDV_3W,NG,2060,delivered gas,"1,179.13",India
India,trn_pass_road_LDV,LDV_3W,NG,2065,delivered gas,"1,161.45",India
India,trn_pass_road_LDV,LDV_3W,NG,2070,delivered gas,"1,144.03",India
India,trn_pass_road_LDV,LDV_3W,NG,2075,delivered gas,"1,126.86",India
India,trn_pass_road_LDV,LDV_3W,NG,2080,delivered gas,"1,109.96",India
India,trn_pass_road_LDV,LDV_3W,NG,2085,delivered gas,"1,093.31",India
India,trn_pass_road_LDV,LDV_3W,NG,2090,delivered gas,"1,076.91",India
India,trn_pass_road_LDV,LDV_3W,NG,2095,delivered gas,"1,060.76",India
India,trn_pass_road_LDV,LDV_3W,NG,2100,delivered gas,"1,044.85",India
India,trn_pass_road_LDV,LDV_3W,Electric,1975,elect_td_trn,232.61,India
India,trn_pass_road_LDV,LDV_3W,Electric,1990,elect_td_trn,227.96,India
India,trn_pass_road_LDV,LDV_3W,Electric,2005,elect_td_trn,223.4,India
India,trn_pass_road_LDV,LDV_3W,Electric,2010,elect_td_trn,218.93,India
India,trn_pass_road_LDV,LDV_3W,Electric,2015,elect_td_trn,214.56,India
India,trn_pass_road_LDV,LDV_3W,Electric,2020,elect_td_trn,210.265,India
India,trn_pass_road_LDV,LDV_3W,Electric,2025,elect_td_trn,206.0597,India
India,trn_pass_road_LDV,LDV_3W,Electric,2030,elect_td_trn,201.938506,India
India,trn_pass_road_LDV,LDV_3W,Electric,2035,elect_td_trn,197.8997359,India
India,trn_pass_road_LDV,LDV_3W,Electric,2040,elect_td_trn,193.9417412,India
India,trn_pass_road_LDV,LDV_3W,Electric,2045,elect_td_trn,190.0629063,India
India,trn_pass_road_LDV,LDV_3W,Electric,2050,elect_td_trn,186.2616482,India
India,trn_pass_road_LDV,LDV_3W,Electric,2055,elect_td_trn,182.5364152,India
India,trn_pass_road_LDV,LDV_3W,Electric,2060,elect_td_trn,178.8856869,India
India,trn_pass_road_LDV,LDV_3W,Electric,2065,elect_td_trn,175.3079732,India
India,trn_pass_road_LDV,LDV_3W,Electric,2070,elect_td_trn,171.8018137,India
India,trn_pass_road_LDV,LDV_3W,Electric,2075,elect_td_trn,168.3657775,India
India,trn_pass_road_LDV,LDV_3W,Electric,2080,elect_td_trn,164.9984619,India
India,trn_pass_road_LDV,LDV_3W,Electric,2085,elect_td_trn,161.6984927,India
India,trn_pass_road_LDV,LDV_3W,Electric,2090,elect_td_trn,158.4645228,India
India,trn_pass_road_LDV,LDV_3W,Electric,2095,elect_td_trn,155.2952324,India
India,trn_pass_road_LDV,LDV_3W,Electric,2100,elect_td_trn,152.1893277,India
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,1975,refined liquids enduse,2802.695061,India
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,1990,refined liquids enduse,2802.695061,India
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2005,refined liquids enduse,2802.695061,India
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2010,refined liquids enduse,3459.802944,India
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2015,refined liquids enduse,3344.479469,India
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2020,refined liquids enduse,3233,India
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2025,refined liquids enduse,3125.236408,India
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2030,refined liquids enduse,3017.472816,India
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2035,refined liquids enduse,2909.709224,India
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2040,refined liquids enduse,2821.532491,India
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2045,refined liquids enduse,2733.355757,India
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2050,refined liquids enduse,2645.179023,India
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2055,refined liquids enduse,2629.42549,India
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2060,refined liquids enduse,2613.671958,India
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2065,refined liquids enduse,2597.918425,India
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2070,refined liquids enduse,2582.738866,India
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2075,refined liquids enduse,2567.559308,India
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2080,refined liquids enduse,2552.379749,India
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2085,refined liquids enduse,2537.702418,India
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2090,refined liquids enduse,2523.025087,India
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2095,refined liquids enduse,2508.347755,India
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2100,refined liquids enduse,2508.347755,India
India,trn_pass_road_LDV_4W,LDV_4W,NG,1975,delivered gas,2826.199931,India
India,trn_pass_road_LDV_4W,LDV_4W,NG,1990,delivered gas,2826.199931,India
India,trn_pass_road_LDV_4W,LDV_4W,NG,2005,delivered gas,2826.199931,India
India,trn_pass_road_LDV_4W,LDV_4W,NG,2010,delivered gas,2726.438503,India
India,trn_pass_road_LDV_4W,LDV_4W,NG,2015,delivered gas,2626.677076,India
India,trn_pass_road_LDV_4W,LDV_4W,NG,2020,delivered gas,2526.915649,India
India,trn_pass_road_LDV_4W,LDV_4W,NG,2025,delivered gas,2446.28352,India
India,trn_pass_road_LDV_4W,LDV_4W,NG,2030,delivered gas,2365.651392,India
India,trn_pass_road_LDV_4W,LDV_4W,NG,2035,delivered gas,2285.019264,India
India,trn_pass_road_LDV_4W,LDV_4W,NG,2040,delivered gas,2218.461624,India
India,trn_pass_road_LDV_4W,LDV_4W,NG,2045,delivered gas,2151.903984,India
India,trn_pass_road_LDV_4W,LDV_4W,NG,2050,delivered gas,2085.346344,India
India,trn_pass_road_LDV_4W,LDV_4W,NG,2055,delivered gas,2073.404354,India
India,trn_pass_road_LDV_4W,LDV_4W,NG,2060,delivered gas,2061.462364,India
India,trn_pass_road_LDV_4W,LDV_4W,NG,2065,delivered gas,2049.520374,India
India,trn_pass_road_LDV_4W,LDV_4W,NG,2070,delivered gas,2037.981189,India
India,trn_pass_road_LDV_4W,LDV_4W,NG,2075,delivered gas,2026.442004,India
India,trn_pass_road_LDV_4W,LDV_4W,NG,2080,delivered gas,2014.902819,India
India,trn_pass_road_LDV_4W,LDV_4W,NG,2085,delivered gas,2003.758541,India
India,trn_pass_road_LDV_4W,LDV_4W,NG,2090,delivered gas,1992.614263,India
India,trn_pass_road_LDV_4W,LDV_4W,NG,2095,delivered gas,1981.469985,India
India,trn_pass_road_LDV_4W,LDV_4W,NG,2100,delivered gas,1981.469985,India
India,trn_pass_road_LDV_4W,LDV_4W,Electric,1975,elect_td_trn,763.5291512,India
India,trn_pass_road_LDV_4W,LDV_4W,Electric,1990,elect_td_trn,763.5291512,India
India,trn_pass_road_LDV_4W,LDV_4W,Electric,2005,elect_td_trn,763.5291512,India
India,trn_pass_road_LDV_4W,LDV_4W,Electric,2010,elect_td_trn,448.0862743,India
India,trn_pass_road_LDV_4W,LDV_4W,Electric,2015,elect_td_trn,446.5404708,India
India,trn_pass_road_LDV_4W,LDV_4W,Electric,2020,elect_td_trn,445,India
India,trn_pass_road_LDV_4W,LDV_4W,Electric,2025,elect_td_trn,440.55,India
India,trn_pass_road_LDV_4W,LDV_4W,Electric,2030,elect_td_trn,436.1445,India
India,trn_pass_road_LDV_4W,LDV_4W,Electric,2035,elect_td_trn,431.783055,India
India,trn_pass_road_LDV_4W,LDV_4W,Electric,2040,elect_td_trn,427.4652245,India
India,trn_pass_road_LDV_4W,LDV_4W,Electric,2045,elect_td_trn,423.1905722,India
India,trn_pass_road_LDV_4W,LDV_4W,Electric,2050,elect_td_trn,418.9586665,India
India,trn_pass_road_LDV_4W,LDV_4W,Electric,2055,elect_td_trn,414.7690798,India
India,trn_pass_road_LDV_4W,LDV_4W,Electric,2060,elect_td_trn,410.621389,India
India,trn_pass_road_LDV_4W,LDV_4W,Electric,2065,elect_td_trn,406.5151751,India
India,trn_pass_road_LDV_4W,LDV_4W,Electric,2070,elect_td_trn,402.4500234,India
India,trn_pass_road_LDV_4W,LDV_4W,Electric,2075,elect_td_trn,398.4255231,India
India,trn_pass_road_LDV_4W,LDV_4W,Electric,2080,elect_td_trn,394.4412679,India
India,trn_pass_road_LDV_4W,LDV_4W,Electric,2085,elect_td_trn,390.4968552,India
India,trn_pass_road_LDV_4W,LDV_4W,Electric,2090,elect_td_trn,386.5918867,India
India,trn_pass_road_LDV_4W,LDV_4W,Electric,2095,elect_td_trn,382.7259678,India
India,trn_pass_road_LDV_4W,LDV_4W,Electric,2100,elect_td_trn,378.8987081,India
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,1975,H2 enduse,1372.40479,India
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,1990,H2 enduse,1372.40479,India
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2005,H2 enduse,1372.40479,India
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2010,H2 enduse,1289.229461,India
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2015,H2 enduse,1206.054131,India
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2020,H2 enduse,1122.878801,India
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2025,H2 enduse,1103.512557,India
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2030,H2 enduse,1084.146314,India
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2035,H2 enduse,1064.780071,India
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2040,H2 enduse,1047.333076,India
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2045,H2 enduse,1029.886081,India
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2050,H2 enduse,1012.439086,India
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2055,H2 enduse,1011.199078,India
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2060,H2 enduse,1009.959069,India
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2065,H2 enduse,1008.719061,India
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2070,H2 enduse,1007.479053,India
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2075,H2 enduse,1006.239045,India
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2080,H2 enduse,1004.999036,India
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2085,H2 enduse,1003.782723,India
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2090,H2 enduse,1002.566409,India
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2095,H2 enduse,1001.350095,India
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2100,H2 enduse,1001.350095,India
India,trn_shipping_intl,Ship International,Liquids,1975,refined liquids enduse,2013404.289,India
India,trn_shipping_intl,Ship International,Liquids,1990,refined liquids enduse,2013404.289,India
India,trn_shipping_intl,Ship International,Liquids,2005,refined liquids enduse,2013404.289,India
India,trn_shipping_intl,Ship International,Liquids,2010,refined liquids enduse,2003407.421,India
India,trn_shipping_intl,Ship International,Liquids,2015,refined liquids enduse,1993410.554,India
India,trn_shipping_intl,Ship International,Liquids,2020,refined liquids enduse,1983413.686,India
India,trn_shipping_intl,Ship International,Liquids,2025,refined liquids enduse,1973565.746,India
India,trn_shipping_intl,Ship International,Liquids,2030,refined liquids enduse,1963717.806,India
India,trn_shipping_intl,Ship International,Liquids,2035,refined liquids enduse,1953869.866,India
India,trn_shipping_intl,Ship International,Liquids,2040,refined liquids enduse,1944168.61,India
India,trn_shipping_intl,Ship International,Liquids,2045,refined liquids enduse,1934467.354,India
India,trn_shipping_intl,Ship International,Liquids,2050,refined liquids enduse,1924766.098,India
India,trn_shipping_intl,Ship International,Liquids,2055,refined liquids enduse,1915209.347,India
India,trn_shipping_intl,Ship International,Liquids,2060,refined liquids enduse,1905652.596,India
India,trn_shipping_intl,Ship International,Liquids,2065,refined liquids enduse,1896095.844,India
India,trn_shipping_intl,Ship International,Liquids,2070,refined liquids enduse,1886681.417,India
India,trn_shipping_intl,Ship International,Liquids,2075,refined liquids enduse,1877266.99,India
India,trn_shipping_intl,Ship International,Liquids,2080,refined liquids enduse,1867852.563,India
India,trn_shipping_intl,Ship International,Liquids,2085,refined liquids enduse,1858578.407,India
India,trn_shipping_intl,Ship International,Liquids,2090,refined liquids enduse,1849304.252,India
India,trn_shipping_intl,Ship International,Liquids,2095,refined liquids enduse,1840030.096,India
India,trn_shipping_intl,Ship International,Liquids,2100,refined liquids enduse,1840030.096,India
India,trn_freight_road,Truck,FCEV,1975,H2 enduse,14146.24058,India
India,trn_freight_road,Truck,FCEV,1990,H2 enduse,13905.75449,India
India,trn_freight_road,Truck,FCEV,2005,H2 enduse,13669.35666,India
India,trn_freight_road,Truck,FCEV,2010,H2 enduse,13436.9776,India
India,trn_freight_road,Truck,FCEV,2015,H2 enduse,13208.54898,India
India,trn_freight_road,Truck,FCEV,2020,H2 enduse,12984.00365,India
India,trn_freight_road,Truck,FCEV,2025,H2 enduse,12763.27559,India
India,trn_freight_road,Truck,FCEV,2030,H2 enduse,12546.2999,India
India,trn_freight_road,Truck,FCEV,2035,H2 enduse,12333.0128,India
India,trn_freight_road,Truck,FCEV,2040,H2 enduse,12123.35159,India
India,trn_freight_road,Truck,FCEV,2045,H2 enduse,11917.25461,India
India,trn_freight_road,Truck,FCEV,2050,H2 enduse,11714.66128,India
India,trn_freight_road,Truck,FCEV,2055,H2 enduse,11515.51204,India
India,trn_freight_road,Truck,FCEV,2060,H2 enduse,11319.74833,India
India,trn_freight_road,Truck,FCEV,2065,H2 enduse,11127.31261,India
India,trn_freight_road,Truck,FCEV,2070,H2 enduse,10938.1483,India
India,trn_freight_road,Truck,FCEV,2075,H2 enduse,10752.19978,India
India,trn_freight_road,Truck,FCEV,2080,H2 enduse,10569.41238,India
India,trn_freight_road,Truck,FCEV,2085,H2 enduse,10389.73237,India
India,trn_freight_road,Truck,FCEV,2090,H2 enduse,10213.10692,India
India,trn_freight_road,Truck,FCEV,2095,H2 enduse,10039.4841,India
India,trn_freight_road,Truck,FCEV,2100,H2 enduse,9868.812872,India
